imageID,Image,Pitch,Yaw,Roll,Eye Aspect Ratio,Mouth Aspect Ratio,Occ_au_1,Occ_au_2,Occ_au_3,Occ_au_4,Occ_au_6,Occ_au_9,Occ_au_12,Occ_au_20,Occ_au_28,imageDBName,imageCat,lookup_key
1,B1NegBW.bmp,-1.0221833844327481,6.189265815433341,0.1422648311909867,0.8685743662375522,0.5066586847333784,0.5826470993425364,0.2475362051368857,0.19960893784239933,0.1449513012652936,0.7491074365048218,0.0035460564868807264,0.2621448804145117,0.13986630842542636,0.054498671004759115,B1,1,B1Neg
2,B1PosBw.bmp,-0.28992413448664184,0.2897895307856187,-0.012340358160994618,0.8623332966810936,0.5146421996721028,0.6309131569628647,0.2753159041515563,0.029434281119821434,0.03341012515382848,0.9210846499761274,0.0009160654089649545,0.9689328701431661,0.033122842630644654,0.2579211222964404,B1,3,B1Pos
3,B2NegBw.bmp,-13.2305435950408,2.8443172836767663,-0.03862702963197216,0.7467179362872431,0.5179518305434759,0.5012190594808278,0.4442314529031914,0.9481153548242617,0.9597411963969156,0.9991086375739515,0.9950015582421589,0.9207180103235924,0.8449513573331472,0.0021535193878615025,B2,1,B2Neg
4,B2NeuBW.bmp,0.7778415100013641,3.026587290697071,-0.0195142401366126,0.8734245765234016,0.5025880100509931,0.39827502307121565,0.7393820231485106,0.014436976008632908,0.011241712255324136,0.006104194179910495,2.4882023072293736e-05,0.0029921658772767714,0.002519177949638039,0.055800252611248845,B2,2,B2Neu
6,B2PosBW.bmp,-3.847174488197798,-0.7091942526932147,-0.027636641060206527,0.8218990835479152,0.553372077308623,0.4686567555179515,0.6416525290879478,0.06288859415428402,0.04230099004313363,0.9463813012172335,0.005140659543638141,0.9831359362883347,0.7509636026523194,0.006737971934258344,B2,3,B2Pos
7,B3NegBw.bmp,-4.549738290775266,14.035076512134367,0.3188712364849398,0.8744851707047665,0.5057780640190688,0.9456794758804933,0.9434123989191637,0.10381112565607777,0.010352152791114752,0.03379551009524506,7.266881324117892e-05,0.06328124867992156,0.06428221085586115,0.011962686350701152,B3,1,B3Neg
9,B3PosBW.bmp,-15.428477070355418,3.5809422962318704,-0.11317097369539272,0.7656320997954689,0.525171696833305,0.15472545694772957,0.15874611845818265,0.037634504902306916,0.08573878291508302,0.5375460374574507,0.0019219242741748761,0.9640996034005423,0.1542457224193166,0.007109047172102753,B3,3,B3Pos
10,B4NegBw.bmp,-3.0839270951010542,8.598027455329243,0.1549876443178891,0.7185858876049167,0.6079871022634012,0.46949818177035213,0.2833817796324745,0.6749597668283864,0.6158300715689669,0.5592948427854291,0.004857578159728211,0.10207368133148798,0.8535930158078839,0.03601374308342445,B4,1,B4Neg
13,B4PosBW.bmp,-2.456616823537917,-3.919753878758704,0.04415170532483342,0.8257125902533305,0.5108224801486972,0.9199512705180336,0.833471494745209,0.01551565743388168,0.028905395734690337,0.9924610917093605,9.297174277376098e-05,0.9981865755894191,0.7560944178245662,0.06149222705739241,B4,3,B4Pos
14,B5NegBW.bmp,2.567189085273389,12.130360077112412,0.296829723220207,0.822254465060512,0.5240026814353889,0.6326210859158946,0.029904974463853647,0.9462684599906256,0.9106183127146967,0.9647219539884858,0.7470634564171161,0.2314475515348582,0.9817327697731114,0.01484292704984277,B5,1,B5Neg
16,B5NeuBW.bmp,-0.7823470882152722,11.058617286880665,0.09917159487808795,0.8473147434887919,0.503413902015257,0.2964768735296983,0.2516904094716168,0.1431120576628087,0.01698256901567805,0.10390340261163933,0.0003209206012470812,0.020846192998087057,0.1084105453051036,0.035930928839581044,B5,2,B5Neu
